ovm_0502,	5252.6,	1996.42,	0,
ovm_0503,	5252.56,	1675.44,	0,
ovm_0504,	4930.35,	1675.46,	0,
ovm_0511,	5395.19,	1996.41,	0,
ovm_0512,	5719.04,	1996.38,	0,
ovm_0513,	5718.99,	1675.54,	0,
ovm_0514,	5395.21,	1675.43,	0,
ovm_0531,	278.036,	2462.19,	0,
ovm_0532,	601.884,	2462.25,	0,
ovm_0533,	601.886,	2140.31,	0,
ovm_0534,	278.03,	2140.34,	0,
ovm_0541,	744.415,	2462.23,	0,
ovm_0542,	1066.73,	2462.21,	0,
ovm_0543,	1066.74,	2140.35,	0,
ovm_0544,	744.411,	2140.28,	0,
ovm_0551,	1210.57,	2462.25,	0,
ovm_0552,	1530.59,	2462.23,	0,
ovm_0553,	1530.59,	2140.29,	0,
ovm_0554,	1210.58,	2140.27,	0,
ovm_0561,	1674.41,	2462.22,	0,
ovm_0562,	1996.42,	2462.21,	0,
ovm_0563,	1996.41,	2140.3,	0,
ovm_0564,	1674.4,	2140.35,	0,
ovm_0571,	2139.95,	2462.24,	0,
ovm_0572,	2462.23,	2462.22,	0,
ovm_0573,	2462.24,	2140.32,	0,
ovm_0574,	2139.93,	2140.27,	0,
ovm_0581,	2606.03,	2462.23,	0,
ovm_0582,	2925.66,	2462.26,	0,
ovm_0583,	2925.66,	2140.3,	0,
ovm_0584,	2606.05,	2140.29,	0,
ovm_0591,	3071.41,	2462.26,	0,
ovm_0592,	3391.01,	2462.23,	0,
ovm_0593,	3391,	2140.28,	0,
ovm_0594,	3071.41,	2140.31,	0,
ovm_0601,	3534.83,	2462.23,	0,
ovm_0602,	3857.14,	2462.24,	0,
ovm_0603,	3857.14,	2140.31,	0,
ovm_0604,	3534.84,	2140.29,	0,
ovm_0611,	4000.66,	2462.25,	0,
ovm_0612,	4322.67,	2462.19,	0,
ovm_0613,	4322.66,	2140.35,	0,
ovm_0614,	4000.66,	2140.31,	0,
ovm_0621,	4466.47,	2462.22,	0,
ovm_0622,	4786.49,	2462.25,	0,
ovm_0623,	4786.51,	2140.3,	0,
ovm_0624,	4466.48,	2140.3,	0,
ovm_0631,	4930.33,	2462.2,	0,
ovm_0632,	5252.68,	2462.23,	0,
ovm_0633,	5252.67,	2140.28,	0,
ovm_0634,	4930.32,	2140.31,	0,
ovm_0641,	5395.19,	2462.24,	0,
ovm_0642,	5719.02,	2462.19,	0,
ovm_0643,	5719.02,	2140.33,	0,
ovm_0644,	5395.19,	2140.32,	0,
ovm_0661,	278.098,	2927.09,	0,
ovm_0662,	601.857,	2927.24,	0,
ovm_0663,	601.876,	2606.13,	0,
ovm_0664,	278.047,	2606.15,	0,
ovm_0671,	744.527,	2927.19,	0,
ovm_0672,	1066.7,	2927.2,	0,
ovm_0673,	1066.73,	2606.15,	0,
ovm_0674,	744.473,	2606.12,	0,
ovm_0681,	1210.66,	2927.19,	0,
ovm_0682,	1530.56,	2927.25,	0,
ovm_0683,	1530.59,	2606.13,	0,
ovm_0684,	1210.62,	2606.11,	0,
ovm_0691,	1674.41,	2927.15,	0,
ovm_0692,	1996.39,	2927.23,	0,
ovm_0693,	1996.41,	2606.13,	0,
ovm_0694,	1674.39,	2606.15,	0,
ovm_0701,	2139.99,	2927.22,	0,
ovm_0702,	2462.21,	2927.25,	0,
ovm_0703,	2462.23,	2606.13,	0,
ovm_0704,	2139.98,	2606.11,	0,
ovm_0711,	2606.07,	2927.25,	0,
ovm_0712,	2925.64,	2927.24,	0,
ovm_0713,	2925.66,	2606.11,	0,
