ovm_0011,-0.00000,-0.25818,0.16464,
ovm_0012,-0.00000,-0.23157,0.16464,
ovm_0013,-0.00000,-0.23157,0.19126,
ovm_0014,-0.00000,-0.25818,0.19126,
ovm_0021,-0.00000,-0.21355,0.16464,
ovm_0022,-0.00000,-0.18694,0.16464,
ovm_0023,-0.00000,-0.18694,0.19126,
ovm_0024,-0.00000,-0.21355,0.19126,
ovm_0031,-0.00000,-0.16919,0.16464,
ovm_0032,-0.00000,-0.14255,0.16464,
ovm_0033,-0.00000,-0.14255,0.19126,
ovm_0034,-0.00000,-0.16919,0.19125,
ovm_0041,-0.00000,-0.12458,0.16464,
ovm_0042,-0.00000,-0.09798,0.16464,
ovm_0043,-0.00000,-0.09797,0.19126,
ovm_0044,-0.00000,-0.12459,0.19126,
ovm_0051,-0.00000,-0.08001,0.16463,
ovm_0052,-0.00000,-0.05337,0.16464,
ovm_0053,-0.00000,-0.05337,0.19125,
ovm_0054,-0.00000,-0.08001,0.19126,
ovm_0061,-0.00000,-0.03562,0.16464,
ovm_0062,-0.00000,-0.00901,0.16464,
ovm_0063,-0.00000,-0.00901,0.19126,
ovm_0064,-0.00000,-0.03562,0.19126,
ovm_0071,-0.00000,0.00901,0.16464,
ovm_0072,-0.00000,0.03562,0.16464,
ovm_0073,-0.00000,0.03562,0.19126,
ovm_0074,-0.00000,0.00901,0.19126,
ovm_0081,-0.00000,0.05337,0.16464,
ovm_0082,-0.00000,0.08001,0.16463,
ovm_0083,-0.00000,0.08002,0.19126,
ovm_0084,-0.00000,0.05337,0.19125,
ovm_0091,-0.00000,0.09798,0.16464,
ovm_0092,-0.00000,0.12458,0.16464,
ovm_0093,-0.00000,0.12459,0.19126,
ovm_0094,-0.00000,0.09797,0.19126,
ovm_0101,-0.00000,0.14255,0.16464,
ovm_0102,-0.00000,0.16919,0.16464,
ovm_0103,-0.00000,0.16919,0.19125,
ovm_0104,-0.00000,0.14255,0.19126,
ovm_0111,-0.00000,0.18694,0.16464,
ovm_0112,-0.00000,0.21355,0.16464,
ovm_0113,-0.00000,0.21355,0.19126,
ovm_0114,-0.00000,0.18694,0.19126,
ovm_0121,-0.00000,0.23157,0.16464,
ovm_0122,-0.00000,0.25818,0.16464,
ovm_0123,-0.00000,0.25818,0.19126,
ovm_0124,-0.00000,0.23157,0.19126,
ovm_0131,-0.00000,-0.25818,0.12029,
ovm_0132,-0.00000,-0.23157,0.12029,
ovm_0133,-0.00000,-0.23157,0.14690,
ovm_0134,-0.00000,-0.25818,0.14690,
ovm_0141,-0.00000,-0.21355,0.12029,
ovm_0142,-0.00000,-0.18694,0.12029,
ovm_0143,-0.00000,-0.18694,0.14690,
ovm_0144,-0.00000,-0.21355,0.14690,
ovm_0151,-0.00000,-0.16919,0.12029,
ovm_0152,-0.00000,-0.14255,0.12028,
ovm_0153,-0.00000,-0.14255,0.14690,
ovm_0154,-0.00000,-0.16919,0.14690,
ovm_0161,-0.00000,-0.12458,0.12029,
ovm_0162,-0.00000,-0.09797,0.12029,
ovm_0163,-0.00000,-0.09797,0.14690,
ovm_0164,-0.00000,-0.12458,0.14690,
ovm_0171,-0.00000,-0.08001,0.12028,
ovm_0172,-0.00000,-0.05337,0.12029,
ovm_0173,-0.00000,-0.05337,0.14690,
ovm_0174,-0.00000,-0.08001,0.14690,
ovm_0181,-0.00000,-0.03562,0.12029,
ovm_0182,-0.00000,-0.00901,0.12029,
ovm_0183,-0.00000,-0.00901,0.14690,
ovm_0184,-0.00000,-0.03562,0.14690,
ovm_0191,-0.00000,0.00901,0.12029,
ovm_0192,-0.00000,0.03562,0.12029,
ovm_0193,-0.00000,0.03562,0.14690,
ovm_0194,-0.00000,0.00901,0.14690,
ovm_0201,-0.00000,0.05337,0.12029,
ovm_0202,-0.00000,0.08001,0.12028,
ovm_0203,-0.00000,0.08001,0.14690,
ovm_0204,-0.00000,0.05337,0.14690,
ovm_0211,-0.00000,0.09798,0.12029,
ovm_0212,-0.00000,0.12459,0.12029,
ovm_0213,-0.00000,0.12459,0.14690,
ovm_0214,-0.00000,0.09798,0.14690,
ovm_0221,-0.00000,0.14255,0.12028,
ovm_0222,-0.00000,0.16919,0.12029,
ovm_0223,-0.00000,0.16919,0.14690,
ovm_0224,-0.00000,0.14255,0.14690,
ovm_0231,-0.00000,0.18694,0.12029,
ovm_0232,-0.00000,0.21355,0.12029,
ovm_0233,-0.00000,0.21355,0.14690,
ovm_0234,-0.00000,0.18694,0.14690,
ovm_0241,-0.00000,0.23157,0.12029,
ovm_0242,-0.00000,0.25818,0.12029,
ovm_0243,-0.00000,0.25818,0.14690,
ovm_0244,-0.00000,0.23157,0.14690,
ovm_0251,-0.00000,-0.25818,0.07566,
ovm_0252,-0.00000,-0.23157,0.07566,
ovm_0253,-0.00000,-0.23157,0.10227,
ovm_0254,-0.00000,-0.25818,0.10227,
ovm_0261,-0.00000,-0.21355,0.07566,
ovm_0262,-0.00000,-0.18694,0.07566,
ovm_0263,-0.00000,-0.18694,0.10227,
ovm_0264,-0.00000,-0.21355,0.10227,
ovm_0271,-0.00000,-0.16919,0.07567,
ovm_0272,-0.00000,-0.14255,0.07566,
ovm_0273,-0.00000,-0.14255,0.10228,
ovm_0274,-0.00000,-0.16919,0.10227,
ovm_0281,-0.00000,-0.12458,0.07566,
ovm_0282,-0.00000,-0.09797,0.07566,
ovm_0283,-0.00000,-0.09797,0.10227,
ovm_0284,-0.00000,-0.12458,0.10227,
ovm_0291,-0.00000,-0.08001,0.07566,
ovm_0292,-0.00000,-0.05337,0.07567,
ovm_0293,-0.00000,-0.05337,0.10227,
ovm_0294,-0.00000,-0.08001,0.10228,
ovm_0301,-0.00000,-0.03562,0.07566,
ovm_0302,-0.00000,-0.00901,0.07566,
ovm_0303,-0.00000,-0.00901,0.10227,
ovm_0304,-0.00000,-0.03562,0.10227,
